dish_id,bucket,bucket_reason,b_name_raw,b_name_norm,b_kcal,b_prot,b_fat,b_carb,b_weight_g,b_kbzhu_parse_ok,top1_okolo_id,top1_plu,top1_name,top1_name_score,top1_kbju_diff_pct,top1_weight_diff_g,top1_combined,top1_mutual,top2_okolo_id,top2_plu,top2_name,top2_combined,top3_okolo_id,top3_plu,top3_name,top3_combined
16,REVIEW,review_threshold,ПЕРЕКР.SEL.Пирог ОСЕТИНСКИЙ кар/сыр.,пирог осетинский кар сыр,275,9.5,10,36.5,200,True,2042777,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",80,0.0,0,0.880,False,2042778,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",0.854,2044092,4425838,"Пирог Осетинский с курицей и сыром Перекрёсток Select, 200г",0.835
17,REVIEW,review_threshold,ПЕРЕКР.SEL.Пирог ОСЕТИНСКИЙ кур/сыр.,пирог осетинский кур сыр,285,14,10,33,200,True,2044092,4425838,"Пирог Осетинский с курицей и сыром Перекрёсток Select, 200г",83,0.0,0,0.897,False,2042778,4425835,"Пирог Осетинский с сыром Перекрёсток Select, 200г",0.886,2042777,4425837,"Пирог Осетинский с картофелем и сыром Перекрёсток Select, 200г",0.835
18,REVIEW,review_threshold,ПЕРЕКР.SEL. Панини тунц/зап.пер/яйц.,панини тунц зап пер яйц,223,11.2,8.1,26.3,220,True,2047946,4426653,"Панини с тунцом запеченным перцем и яйцом Перекрёсток Select, 220г",72,0.0,0,0.831,True,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.583,1832996,4381913,"Шницель куриный в яйце с картофельным пюре Перекрёсток Select, 210г",0.555
26,AUTO,strong_kbju,ПЕРЕКР.SEL.Пирожок с мясом,пирожок с мясом,365,20,17,31.6,90,True,2129019,4442906,"Пирожок с мясом Перекрёсток Select, 90г",100,0.0,0,1.000,True,2129018,4442907,"Пирожок с капустой Перекрёсток Select, 90г",0.713,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.673
284,AUTO,strong_kbju,ПЕРЕКР.SEL.Ананас,ананас,52,0.3,0.1,11.8,300,True,2123376,4441625,"Ананас  Перекрёсток Select, 300г",100,0.0,0,1.000,True,2123190,4441572,"Ананас  Перекрёсток Select, 140г",1.000,2123416,4441668,"Смесь ананас-клубника-голубика Перекресток Select, 200г",0.969
19,REVIEW,review_threshold,ПЕРЕКР.SEL.Сэндвич-ролл кур/гр.конф.,сэндвич ролл кур гр конф,285.1,14,13.1,27.8,165,True,2047947,4427504,"Сэндвич-ролл с курицей и грушевым конфитюром Перекрёсток Select, 165г",71,0.0,0,0.824,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.778,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.714
20,REVIEW,review_threshold,ПЕРЕКР.SEL.Конверт.кур/сыр/том.зел.,конверт кур сыр том зел,268.7,10.1,13.9,25.8,140,True,2048521,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",67,0.0,0,0.800,False,2048517,4428800,"Конвертики с творогом и зеленью Перекрёсток Select, 140г",0.784,1617091,78034824,"Грилата с курицей и сыром, 100г",0.641
21,AUTO,strong_kbju,ПЕРЕКР.SEL.Конвертики творогом/зел.,конвертики творогом зел,260.2,10.1,12.6,26.6,140,True,2048517,4428800,"Конвертики с творогом и зеленью Перекрёсток Select, 140г",90,0.0,0,0.943,True,2025176,4407905,"Блинчики с творогом Перекрёсток Select, 160г",0.749,2048521,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",0.748
22,REVIEW,review_threshold,ПЕРЕКР.SEL.Тортилья кур.филе/хаш/ов.,тортилья кур филе хаш ов,220,3.2,15.1,16.9,245,True,2067972,4428967,"Тортилья с куриным филе хашбрауном и овощами Перекрёсток Select, 245г",71,0.0,0,0.824,True,2123815,78037575,"Круассан Цезарь с филе цыплёнка, 150г",0.610,1619510,4364440,"Салат с куриным филе фунчозой и овощами Перекрёсток Select, 220г",0.551
23,AUTO,strong_kbju,ПЕРЕКР.SEL.Кутабы с сыром/помидор.,кутабы с сыром помидор,242.3,9.6,10.7,26.9,150,True,2107794,4429868,"Кутабы с сыром и помидорами Перекрёсток Select, 150г",90,0.0,0,0.939,True,2107885,4429869,"Кутабы с зеленью Перекрёсток Select, 150г",0.755,1617091,78034824,"Грилата с курицей и сыром, 100г",0.694
24,AUTO,strong_kbju,ПЕРЕКР.SEL.Кутабы с зеленью,кутабы с зеленью,240.6,7.8,9.4,31.2,150,True,2107885,4429869,"Кутабы с зеленью Перекрёсток Select, 150г",100,0.0,0,1.000,True,1617090,78034825,"Грилата с брынзой и зеленью, 100г",0.777,2048517,4428800,"Конвертики с творогом и зеленью Перекрёсток Select, 140г",0.762
27,AUTO,strong_kbju,ПЕРЕКР.SEL.Пирожок с капустой,пирожок с капустой,252,5.5,12.2,30,90,True,2129018,4442907,"Пирожок с капустой Перекрёсток Select, 90г",100,0.0,0,1.000,True,2129019,4442906,"Пирожок с мясом Перекрёсток Select, 90г",0.713,2129020,4442440,"Пирожок с вишней Перекрёсток Select, 90г",0.688
28,AUTO,strong_kbju,ФК Сэндвич-ролл Цезарь шт.,сэндвич ролл цезарь шт,278,9.3,17.5,20.7,200,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",100,0.0,0,1.000,True,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.946,2108555,78037330,Сэндвич-ролл Цезарь 100г,0.837
29,AUTO,strong_kbju,ФК Сэндвич-ролл с индейкой шт.,сэндвич ролл с индейкой шт,189,7.4,6.8,25.1,200,True,1389975,4133313,"Сэндвич-ролл Перекрёсток Select с индейкой, 200г",100,0.0,0,1.000,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.733,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.683
30,REVIEW,review_threshold,ФК Сэндвич-ролл с кур/морк по-к шт.,сэндвич ролл с кур морк по к шт,258,10.9,9.8,31.4,200,True,1503936,4274164,"Сэндвич-ролл с курицей и морковью по-корейски Перекрёсток Select, 200г",74,0.0,0,0.842,True,2108555,78037330,Сэндвич-ролл Цезарь 100г,0.771,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.765
31,AUTO,strong_kbju,ФКВ Круассан с ветчиной и сыром шт.,круассан с ветчиной и сыром шт,240,8.4,9.8,28.5,115,True,1601263,4310836,"Круассан с ветчиной и сыром Перекрёсток Select, 115г",100,0.0,0,1.000,True,2022012,78036652,"Круассан с ветчиной и сыром, 170г",0.918,2123816,78037574,"Круассан с ветчиной, сыром и горчичным соусом, 185г",0.880
32,REVIEW,review_threshold,ФКВ Сэндвич с курицей тер/твор.сыр.,сэндвич с курицей тер твор сыр,216,9.9,8.3,24.7,200,True,1613899,4358604,"Сэндвич с курицей терияки и творожным сыром Перекрёсток Select, 200г",82,0.0,0,0.893,True,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.815,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",0.766
44,AUTO,strong_kbju,ФК Каша гречневая со сливочным масл.,каша гречневая со сливочным масл,192,5.4,7.2,26.5,200,True,2039267,4416808,"Каша гречневая со сливочным маслом Перекрёсток Select, 200г",97,0.0,0,0.982,True,2042810,4424682,"Паста с вешенками и куриным филе в сливочном соусе Перекрёсток Select, 250г",0.641,2045008,4425860,"Суп  Сливочный с треской креветками и песто Перекрёсток Select, 300г",0.585
33,AUTO,strong_kbju,ФКВ Сэндвич с ветчиной/сыр.моцар.,сэндвич с ветчиной сыр моцар,326,13.7,19.8,22.4,200,True,1613901,4358607,"Сэндвич с ветчиной и сыром моцарелла Перекрёсток Select, 200г",88,0.0,0,0.925,True,2068843,78037244,"Клаб Сэндвич двойной с ветчиной и сыром, 90г",0.816,2031112,4410399,"Сэндвич-ролл с ветчиной и португальским салатом Перекрёсток Select, 185г",0.792
34,REVIEW,review_threshold,ФКВ Круассан кур.филе су-вид/сл.пес.,круассан кур филе су вид сл пес,353,11,21,30,135,True,1802370,4371198,"Круассан с куриным филе су-вид и сливочным песто Перекрёсток Select, 135г",78,0.0,0,0.871,True,1802373,4376483,"Круассан с филе копченого лосося, сливочным сыром и рукколой Перекрёсток Select, 110г",0.738,2123815,78037575,"Круассан Цезарь с филе цыплёнка, 150г",0.624
35,REVIEW,review_threshold,ФКВ Круас.с филе коп.лос/сл.сыр/рук.,круас с филе коп лос сл сыр рук,357,10,21,32,110,True,1802373,4376483,"Круассан с филе копченого лосося, сливочным сыром и рукколой Перекрёсток Select, 110г",69,0.0,0,0.813,True,1802370,4371198,"Круассан с куриным филе су-вид и сливочным песто Перекрёсток Select, 135г",0.703,2123815,78037575,"Круассан Цезарь с филе цыплёнка, 150г",0.587
36,REVIEW,review_threshold,"ФК Сэндвич-ролл Цезарь с кревет, шт",сэндвич ролл цезарь с кревет шт,286,9.6,18.3,20.7,175,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",100,2.6,25,0.990,True,2031834,4403479,"Сэндвич-ролл Цезарь с креветками Перекрёсток Select, 175г",0.933,2108555,78037330,Сэндвич-ролл Цезарь 100г,0.809
37,AUTO,strong_kbju,ФК Клаб Сэндвич двойной с бужениной,клаб сэндвич двойной с бужениной,234,7.7,9.6,29.2,180,True,2029149,4410398,"Клаб Сэндвич двойной с бужениной Перекрёсток Select, 180г",100,0.0,0,1.000,True,2068844,78037243,"Клаб Cэндвич двойной с бужениной, 90г",0.905,2127975,4437243,"Клаб Сэндвич двойной с ветчиной и сыром Перекрёсток Select, 190г",0.818
45,AUTO,strong_kbju,ФК Картофель отварной с укропом,картофель отварной с укропом,88,2.2,1.5,16.5,200,True,2039269,4416810,"Картофель отварной с укропом Перекрёсток Select, 200г",100,0.0,0,1.000,True,2037851,4417738,"Котлета куриная с картофельным пюре Перекрёсток Select, 250г",0.539,2113111,4436367,"Гратен картофельный с мясом Перекрёсток Select, 340г",0.513
46,AUTO,strong_kbju,ФК Пюре картофельное,пюре картофельное,92,1.7,4.3,11.6,200,True,2039268,4416811,"Пюре картофельное Перекрёсток Select, 200г",100,0.0,0,1.000,True,1572201,4298576,"Пюре картофельное Перекрёсток Select, 450г",1.000,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.630
47,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Сырники творожные 5%,сырники творожные 5%,205,14,5,26,1,True,1304736,3671520,Сырники творожные 5% Зелёная Линия,100,0.0,,1.000,True,1570981,4200603,"Сырники жареные Перекрёсток Select, 110г",0.742,1440678,4201519,"Сырники жареные Перекрёсток Select, 440г",0.742
38,REVIEW,review_threshold,ФК Сэндвич-ролл с ветчиной/порт.сал.,сэндвич ролл с ветчиной порт сал,271,8.6,17.3,20,185,True,2031112,4410399,"Сэндвич-ролл с ветчиной и португальским салатом Перекрёсток Select, 185г",84,0.0,0,0.902,True,1390315,4133312,"Сэндвич-ролл Перекрёсток Select Цезарь, 200г",0.850,1613901,4358607,"Сэндвич с ветчиной и сыром моцарелла Перекрёсток Select, 200г",0.764
39,AUTO,strong_kbju,ФК Шаурма с курицей/помидором/огур.,шаурма с курицей помидором огур,240,10.6,10,26.8,210,True,2036278,4410400,"Шаурма с курицей помидором и огурцом Перекрёсток Select, 210г",93,0.0,0,0.955,True,2117518,78037358,"Шаурма с курицей-помидором-огурцом, 210г",0.924,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.797
40,AUTO,strong_kbju,ФК Сэндвич двойной с лососем/тв.сыр.,сэндвич двойной с лососем тв сыр,186,8.6,8.5,18.8,185,True,2065427,4422195,"Сэндвич двойной с лососем и творожным сыром Перекрёсток Select, 185г",88,0.0,0,0.926,True,2110929,78037360,"Сэндвич двойной с лососем и творожным сыром, 90г",0.910,2127975,4437243,"Клаб Сэндвич двойной с ветчиной и сыром Перекрёсток Select, 190г",0.734
41,UNMATCHED,generic_a_collision,ФК Клаб Сэндвич двойной с куриц/бек.,клаб сэндвич двойной с куриц бек,312,7.5,21.2,22.6,200,True,2120925,78037531,"Клаб Сэндвич двойной с курицей и беконом, 100г",89,0.0,100,0.933,True,2116059,4435181,"Клаб Сэндвич двойной с курицей и беконом Перекрёсток Select, 200г",0.933,2127975,4437243,"Клаб Сэндвич двойной с ветчиной и сыром Перекрёсток Select, 190г",0.822
42,AUTO,strong_kbju,ФК Клаб Сэндвич двойной с ветч/сыр.,клаб сэндвич двойной с ветч сыр,244,7.7,14.8,19.9,190,True,2127975,4437243,"Клаб Сэндвич двойной с ветчиной и сыром Перекрёсток Select, 190г",89,0.0,0,0.931,True,2068843,78037244,"Клаб Сэндвич двойной с ветчиной и сыром, 90г",0.874,2120925,78037531,"Клаб Сэндвич двойной с курицей и беконом, 100г",0.832
43,REVIEW,review_threshold,ФК Пюре картофельное шт.,пюре картофельное шт,92,1.7,4.3,11.6,450,True,2039268,4416811,"Пюре картофельное Перекрёсток Select, 200г",100,0.0,250,1.000,True,1572201,4298576,"Пюре картофельное Перекрёсток Select, 450г",1.000,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.631
48,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Сырнички с вареной сгущенк.,сырнички с вареной сгущенк,200,10,8,21,120,True,1430494,4189742,"Сырнички с варёной сгущенкой Зелёная Линия, 120г",82,0.0,0,0.891,True,1570981,4200603,"Сырники жареные Перекрёсток Select, 110г",0.734,1440678,4201519,"Сырники жареные Перекрёсток Select, 440г",0.734
49,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Сырнички с грушей и персик.,сырнички с грушей и персик,170,9,6.5,18,120,True,1430495,4189743,"Сырнички с грушей и персиком Зелёная Линия, 120г",84,0.0,0,0.907,True,1430496,4189744,"Сырнички с вишней Зелёная Линия, 120г",0.758,1612500,78035124,"Пирожное Персик, 120г",0.562
50,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Сырнички с вишней,сырнички с вишней,170,9,6.5,18,120,True,1430496,4189744,"Сырнички с вишней Зелёная Линия, 120г",100,0.0,0,1.000,True,1430495,4189743,"Сырнички с грушей и персиком Зелёная Линия, 120г",0.844,1430494,4189742,"Сырнички с варёной сгущенкой Зелёная Линия, 120г",0.786
51,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Запеканка твор.с чер.см.охл.,запеканка твор с чер см охл,177,11.4,5,21.6,200,True,1494442,4273203,"Запеканка творожная с чёрной смородиной Зелёная Линия, 200г",62,0.0,0,0.775,False,1599232,4344257,"Запеканка творожная с клубникой и папайей Зелёная Линия, 200г",0.726,1615181,4344256,"Запеканка творожная с черноплодной рябиной и чёрной смородиной Шеф Перекрёсток, 200г",0.711
52,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Запеканка твор.яб/кор.охл.,запеканка твор яб кор охл,189,12.5,5,23.5,200,True,1494443,4273204,"Запеканка творожная с яблоком и корицей Зелёная Линия, 200г",59,0.0,0,0.754,False,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.752,1494446,4273206,"Запеканка творожная с грушей Зелёная Линия, 200г",0.705
53,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Запеканка твор.охл.,запеканка твор охл,179,11.3,5,22.2,200,True,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",67,0.0,0,0.800,True,1494446,4273206,"Запеканка творожная с грушей Зелёная Линия, 200г",0.784,1599232,4344257,"Запеканка творожная с клубникой и папайей Зелёная Линия, 200г",0.774
54,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Запеканка твор.с грушей охл.,запеканка твор с грушей охл,171.4,10.6,5,21,200,True,1494446,4273206,"Запеканка творожная с грушей Зелёная Линия, 200г",80,0.0,0,0.880,True,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.744,2031113,4401207,"Запеканка творожная с вишней Перекрёсток Select, 200г",0.715
55,AUTO,strong_kbju,ПЕРЕКР.SEL.Омлет-ролл с беконом шт.,омлет ролл с беконом шт,390,14,35,5,150,True,1509638,4298202,"Омлет-ролл с беконом Перекрёсток Select, 150г",100,0.0,0,1.000,True,2023201,78036651,"Круассан с курицей беконом и грибным соусом, 160г",0.576,2120925,78037531,"Клаб Сэндвич двойной с курицей и беконом, 100г",0.554
56,AUTO,strong_kbju,ШЕФ ПЕРЕК.Каша овсяная на молоке шт.,перек каша овсяная на молоке шт,96,2.8,4.8,10.8,250,True,1589973,4331754,"Каша овсяная на молоке Перекрёсток Select, 250г",100,0.0,0,1.000,True,1443269,78031242,"Капучино на овсяном молоке, 250мл",0.598,1440977,78031247,"Капучино на овсяном молоке, 400мл",0.598
76,UNMATCHED,generic_a_collision,ФК Сырники жареные шт.,сырники жареные шт,217,14,8.7,20.5,220,True,1570981,4200603,"Сырники жареные Перекрёсток Select, 110г",100,0.0,110,1.000,True,1440678,4201519,"Сырники жареные Перекрёсток Select, 440г",1.000,1437867,4147834,"Сырники жареные Перекрёсток Select, 220г",1.000
285,AUTO,strong_kbju,ПЕРЕКР.SEL.Гранат,гранат,66,0.7,0.6,15,100,True,2123191,4441626,"Гранат  Перекрёсток Select, 100г",100,0.0,0,1.000,True,2123376,4441625,"Ананас  Перекрёсток Select, 300г",0.517,2123190,4441572,"Ананас  Перекрёсток Select, 140г",0.517
57,REVIEW,review_threshold,ФКВ Блинчики с яблоком/медом/кор.шт.,блинчики с яблоком медом кор шт,185,5.2,7.3,25.3,240,True,1592163,4335249,"Блины с яблоком мёдом и корицей Перекрёсток Select, 240г",81,0.0,0,0.884,True,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.719,2116380,4438005,"Блинчики с мясом Перекрёсток Select, 160г",0.719
58,AUTO,strong_kbju,ФКВ Блинчики без начинки шт.,блинчики без начинки шт,270,8.3,12,31.9,200,True,1594146,4338980,"Блинчики без начинки Перекрёсток Select, 200г",100,0.0,0,1.000,True,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.732,2116380,4438005,"Блинчики с мясом Перекрёсток Select, 160г",0.732
59,REVIEW,review_threshold,ФКВ Запеканка тв.черн.ряб/чер.см.шт.,запеканка тв черн ряб чер см шт,182.3,13.7,4.5,23.1,200,True,1615181,4344256,"Запеканка творожная с черноплодной рябиной и чёрной смородиной Шеф Перекрёсток, 200г",55,0.0,0,0.730,False,1494442,4273203,"Запеканка творожная с чёрной смородиной Зелёная Линия, 200г",0.692,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.686
60,EXTERNAL_BRAND,external_brand,ЗЕЛ.ЛИН.Запеканка твор.с кл/пап.шт.,запеканка твор с кл пап шт,169,11.6,4.5,20.4,200,True,1599232,4344257,"Запеканка творожная с клубникой и папайей Зелёная Линия, 200г",59,0.0,0,0.757,False,1494445,4273205,"Запеканка творожная Зелёная Линия, 200г",0.740,1615181,4344256,"Запеканка творожная с черноплодной рябиной и чёрной смородиной Шеф Перекрёсток, 200г",0.722
61,AUTO,strong_kbju,ФКВ Шакшука с томатами/страчателлой,шакшука с томатами страчателлой,102,5.4,6.3,6,250,True,1822162,4372374,"Шакшука с томатами и страчателлой Перекрёсток Select, 250 г",100,0.0,0,1.000,True,1800480,78035073,"Матча Латте с миндальным напитком, 400мл",0.523,1800466,78035072,"Матча Латте с миндальным напитком, 200мл",0.523
62,AUTO,strong_kbju,ФКВ Каша ДРУЖБА из пшена и риса,каша дружба из пшена и риса,105.5,3.5,3.5,15,250,True,1828741,4381668,"Каша Дружба из пшена и риса Перекрёсток Select, 250г",100,0.0,0,1.000,True,2115681,4436605,"Каша пшенная Перекрёсток Select, 250г",0.626,1843095,4387092,"Зразы картофельные с грибами Перекрёсток Select,  230г",0.612
